era_index,era_start_height,era_end_height,era_block_count,reward_units_per_block,reward_coin_per_block,max_era_subsidy_units,max_era_subsidy_coin
451,225500001,226000000,500000,1,0.00000001,500000,0.00500000
452,226000001,226500000,500000,1,0.00000001,500000,0.00500000
453,226500001,227000000,500000,1,0.00000001,500000,0.00500000
454,227000001,227500000,500000,1,0.00000001,500000,0.00500000
455,227500001,228000000,500000,1,0.00000001,500000,0.00500000
456,228000001,228500000,500000,1,0.00000001,500000,0.00500000
457,228500001,229000000,500000,1,0.00000001,500000,0.00500000
458,229000001,229500000,500000,1,0.00000001,500000,0.00500000
459,229500001,230000000,500000,1,0.00000001,500000,0.00500000
460,230000001,230500000,500000,1,0.00000001,500000,0.00500000
461,230500001,231000000,500000,1,0.00000001,500000,0.00500000
462,231000001,231500000,500000,1,0.00000001,500000,0.00500000
463,231500001,232000000,500000,1,0.00000001,500000,0.00500000
464,232000001,232500000,500000,1,0.00000001,500000,0.00500000
465,232500001,233000000,500000,1,0.00000001,500000,0.00500000
466,233000001,233500000,500000,1,0.00000001,500000,0.00500000
467,233500001,234000000,500000,1,0.00000001,500000,0.00500000
468,234000001,234500000,500000,1,0.00000001,500000,0.00500000
469,234500001,235000000,500000,1,0.00000001,500000,0.00500000
470,235000001,235500000,500000,1,0.00000001,500000,0.00500000
471,235500001,236000000,500000,1,0.00000001,500000,0.00500000
472,236000001,236500000,500000,1,0.00000001,500000,0.00500000
473,236500001,237000000,500000,1,0.00000001,500000,0.00500000
474,237000001,237500000,500000,1,0.00000001,500000,0.00500000
475,237500001,238000000,500000,1,0.00000001,500000,0.00500000
476,238000001,238500000,500000,1,0.00000001,500000,0.00500000
477,238500001,239000000,500000,1,0.00000001,500000,0.00500000
478,239000001,239500000,500000,1,0.00000001,500000,0.00500000
479,239500001,240000000,500000,1,0.00000001,500000,0.00500000
480,240000001,240500000,500000,1,0.00000001,500000,0.00500000
481,240500001,241000000,500000,1,0.00000001,500000,0.00500000
482,241000001,241500000,500000,1,0.00000001,500000,0.00500000
483,241500001,242000000,500000,1,0.00000001,500000,0.00500000
484,242000001,242500000,500000,1,0.00000001,500000,0.00500000
485,242500001,243000000,500000,1,0.00000001,500000,0.00500000
486,243000001,243500000,500000,1,0.00000001,500000,0.00500000
487,243500001,244000000,500000,1,0.00000001,500000,0.00500000
488,244000001,244500000,500000,1,0.00000001,500000,0.00500000
489,244500001,245000000,500000,1,0.00000001,500000,0.00500000
490,245000001,245500000,500000,1,0.00000001,500000,0.00500000
491,245500001,246000000,500000,1,0.00000001,500000,0.00500000
492,246000001,246500000,500000,1,0.00000001,500000,0.00500000
493,246500001,247000000,500000,1,0.00000001,500000,0.00500000
494,247000001,247500000,500000,1,0.00000001,500000,0.00500000
495,247500001,248000000,500000,1,0.00000001,500000,0.00500000
496,248000001,248500000,500000,1,0.00000001,500000,0.00500000
497,248500001,249000000,500000,1,0.00000001,500000,0.00500000
498,249000001,249500000,500000,1,0.00000001,500000,0.00500000
499,249500001,250000000,500000,1,0.00000001,500000,0.00500000
500,250000001,250500000,500000,1,0.00000001,500000,0.00500000
501,250500001,251000000,500000,1,0.00000001,500000,0.00500000
502,251000001,251500000,500000,1,0.00000001,500000,0.00500000
503,251500001,252000000,500000,1,0.00000001,500000,0.00500000
504,252000001,252500000,500000,1,0.00000001,500000,0.00500000
505,252500001,253000000,500000,1,0.00000001,500000,0.00500000
506,253000001,253500000,500000,1,0.00000001,500000,0.00500000
507,253500001,254000000,500000,1,0.00000001,500000,0.00500000
508,254000001,254500000,500000,1,0.00000001,500000,0.00500000
509,254500001,255000000,500000,1,0.00000001,500000,0.00500000
510,255000001,255500000,500000,1,0.00000001,500000,0.00500000
511,255500001,256000000,500000,1,0.00000001,500000,0.00500000
512,256000001,256500000,500000,1,0.00000001,500000,0.00500000
513,256500001,257000000,500000,1,0.00000001,500000,0.00500000
514,257000001,257500000,500000,1,0.00000001,500000,0.00500000
515,257500001,258000000,500000,1,0.00000001,500000,0.00500000
516,258000001,258500000,500000,1,0.00000001,500000,0.00500000
517,258500001,259000000,500000,1,0.00000001,500000,0.00500000
518,259000001,259500000,500000,1,0.00000001,500000,0.00500000
519,259500001,260000000,500000,1,0.00000001,500000,0.00500000
520,260000001,260500000,500000,1,0.00000001,500000,0.00500000
521,260500001,261000000,500000,1,0.00000001,500000,0.00500000
522,261000001,261500000,500000,1,0.00000001,500000,0.00500000
523,261500001,262000000,500000,1,0.00000001,500000,0.00500000
524,262000001,262500000,500000,1,0.00000001,500000,0.00500000
525,262500001,263000000,500000,1,0.00000001,500000,0.00500000
526,263000001,263500000,500000,1,0.00000001,500000,0.00500000
527,263500001,264000000,500000,1,0.00000001,500000,0.00500000
528,264000001,264500000,500000,1,0.00000001,500000,0.00500000
529,264500001,265000000,500000,1,0.00000001,500000,0.00500000
530,265000001,265500000,500000,1,0.00000001,500000,0.00500000
531,265500001,266000000,500000,1,0.00000001,500000,0.00500000
532,266000001,266500000,500000,1,0.00000001,500000,0.00500000
533,266500001,267000000,500000,1,0.00000001,500000,0.00500000
534,267000001,267500000,500000,1,0.00000001,500000,0.00500000
535,267500001,268000000,500000,1,0.00000001,500000,0.00500000
536,268000001,268500000,500000,1,0.00000001,500000,0.00500000
537,268500001,269000000,500000,1,0.00000001,500000,0.00500000
538,269000001,269500000,500000,1,0.00000001,500000,0.00500000
539,269500001,270000000,500000,1,0.00000001,500000,0.00500000
540,270000001,270500000,500000,1,0.00000001,500000,0.00500000
541,270500001,271000000,500000,1,0.00000001,500000,0.00500000
542,271000001,271500000,500000,1,0.00000001,500000,0.00500000
543,271500001,272000000,500000,1,0.00000001,500000,0.00500000
544,272000001,272500000,500000,1,0.00000001,500000,0.00500000
545,272500001,273000000,500000,1,0.00000001,500000,0.00500000
546,273000001,273500000,500000,1,0.00000001,500000,0.00500000
547,273500001,274000000,500000,1,0.00000001,500000,0.00500000
548,274000001,274500000,500000,1,0.00000001,500000,0.00500000
549,274500001,275000000,500000,1,0.00000001,500000,0.00500000
550,275000001,275500000,500000,1,0.00000001,500000,0.00500000
551,275500001,276000000,500000,1,0.00000001,500000,0.00500000
552,276000001,276500000,500000,1,0.00000001,500000,0.00500000
553,276500001,277000000,500000,1,0.00000001,500000,0.00500000
554,277000001,277500000,500000,1,0.00000001,500000,0.00500000
555,277500001,278000000,500000,1,0.00000001,500000,0.00500000
556,278000001,278500000,500000,1,0.00000001,500000,0.00500000
557,278500001,279000000,500000,1,0.00000001,500000,0.00500000
558,279000001,279500000,500000,1,0.00000001,500000,0.00500000
559,279500001,280000000,500000,1,0.00000001,500000,0.00500000
560,280000001,280500000,500000,1,0.00000001,500000,0.00500000
561,280500001,281000000,500000,1,0.00000001,500000,0.00500000
562,281000001,281500000,500000,1,0.00000001,500000,0.00500000
563,281500001,282000000,500000,1,0.00000001,500000,0.00500000
564,282000001,282500000,500000,1,0.00000001,500000,0.00500000
565,282500001,283000000,500000,1,0.00000001,500000,0.00500000
566,283000001,283500000,500000,1,0.00000001,500000,0.00500000
567,283500001,284000000,500000,1,0.00000001,500000,0.00500000
568,284000001,284500000,500000,1,0.00000001,500000,0.00500000
569,284500001,285000000,500000,1,0.00000001,500000,0.00500000
570,285000001,285500000,500000,1,0.00000001,500000,0.00500000
571,285500001,286000000,500000,1,0.00000001,500000,0.00500000
572,286000001,286500000,500000,1,0.00000001,500000,0.00500000
573,286500001,287000000,500000,1,0.00000001,500000,0.00500000
574,287000001,287500000,500000,1,0.00000001,500000,0.00500000
575,287500001,288000000,500000,1,0.00000001,500000,0.00500000
576,288000001,288500000,500000,1,0.00000001,500000,0.00500000
577,288500001,289000000,500000,1,0.00000001,500000,0.00500000
578,289000001,289500000,500000,1,0.00000001,500000,0.00500000
579,289500001,290000000,500000,1,0.00000001,500000,0.00500000
580,290000001,290500000,500000,1,0.00000001,500000,0.00500000
581,290500001,291000000,500000,1,0.00000001,500000,0.00500000
582,291000001,291500000,500000,1,0.00000001,500000,0.00500000
583,291500001,292000000,500000,1,0.00000001,500000,0.00500000
584,292000001,292500000,500000,1,0.00000001,500000,0.00500000
585,292500001,293000000,500000,1,0.00000001,500000,0.00500000
586,293000001,293500000,500000,1,0.00000001,500000,0.00500000
587,293500001,294000000,500000,1,0.00000001,500000,0.00500000
588,294000001,294500000,500000,1,0.00000001,500000,0.00500000
589,294500001,295000000,500000,1,0.00000001,500000,0.00500000
590,295000001,295500000,500000,1,0.00000001,500000,0.00500000
591,295500001,296000000,500000,1,0.00000001,500000,0.00500000
592,296000001,296500000,500000,1,0.00000001,500000,0.00500000
593,296500001,297000000,500000,1,0.00000001,500000,0.00500000
594,297000001,297500000,500000,1,0.00000001,500000,0.00500000
595,297500001,298000000,500000,1,0.00000001,500000,0.00500000
596,298000001,298500000,500000,1,0.00000001,500000,0.00500000
597,298500001,299000000,500000,1,0.00000001,500000,0.00500000
598,299000001,299500000,500000,1,0.00000001,500000,0.00500000
599,299500001,300000000,500000,1,0.00000001,500000,0.00500000
600,300000001,300500000,500000,1,0.00000001,500000,0.00500000
601,300500001,301000000,500000,1,0.00000001,500000,0.00500000
602,301000001,301500000,500000,1,0.00000001,500000,0.00500000
603,301500001,302000000,500000,1,0.00000001,500000,0.00500000
604,302000001,302500000,500000,1,0.00000001,500000,0.00500000
605,302500001,303000000,500000,1,0.00000001,500000,0.00500000
606,303000001,303500000,500000,1,0.00000001,500000,0.00500000
607,303500001,304000000,500000,1,0.00000001,500000,0.00500000
608,304000001,304500000,500000,1,0.00000001,500000,0.00500000
609,304500001,305000000,500000,1,0.00000001,500000,0.00500000
610,305000001,305500000,500000,1,0.00000001,500000,0.00500000
611,305500001,306000000,500000,1,0.00000001,500000,0.00500000
612,306000001,306500000,500000,1,0.00000001,500000,0.00500000
613,306500001,307000000,500000,1,0.00000001,500000,0.00500000
614,307000001,307500000,500000,1,0.00000001,500000,0.00500000
615,307500001,308000000,500000,1,0.00000001,500000,0.00500000
616,308000001,308500000,500000,1,0.00000001,500000,0.00500000
617,308500001,309000000,500000,1,0.00000001,500000,0.00500000
618,309000001,309500000,500000,1,0.00000001,500000,0.00500000
619,309500001,310000000,500000,1,0.00000001,500000,0.00500000
620,310000001,310500000,500000,1,0.00000001,500000,0.00500000
621,310500001,311000000,500000,1,0.00000001,500000,0.00500000
622,311000001,311500000,500000,1,0.00000001,500000,0.00500000
623,311500001,312000000,500000,1,0.00000001,500000,0.00500000
624,312000001,312500000,500000,1,0.00000001,500000,0.00500000
625,312500001,313000000,500000,1,0.00000001,500000,0.00500000
626,313000001,313500000,500000,1,0.00000001,500000,0.00500000
627,313500001,314000000,500000,1,0.00000001,500000,0.00500000
628,314000001,314500000,500000,1,0.00000001,500000,0.00500000
629,314500001,315000000,500000,1,0.00000001,500000,0.00500000
630,315000001,315500000,500000,1,0.00000001,500000,0.00500000
631,315500001,316000000,500000,1,0.00000001,500000,0.00500000
632,316000001,316500000,500000,1,0.00000001,500000,0.00500000
633,316500001,317000000,500000,1,0.00000001,500000,0.00500000
634,317000001,317500000,500000,1,0.00000001,500000,0.00500000
635,317500001,318000000,500000,1,0.00000001,500000,0.00500000
636,318000001,318500000,500000,1,0.00000001,500000,0.00500000
637,318500001,319000000,500000,1,0.00000001,500000,0.00500000
638,319000001,319500000,500000,1,0.00000001,500000,0.00500000
639,319500001,320000000,500000,1,0.00000001,500000,0.00500000
640,320000001,320500000,500000,1,0.00000001,500000,0.00500000
641,320500001,321000000,500000,1,0.00000001,500000,0.00500000
642,321000001,321500000,500000,1,0.00000001,500000,0.00500000
643,321500001,322000000,500000,1,0.00000001,500000,0.00500000
644,322000001,322500000,500000,1,0.00000001,500000,0.00500000
645,322500001,323000000,500000,1,0.00000001,500000,0.00500000
646,323000001,323500000,500000,1,0.00000001,500000,0.00500000
647,323500001,324000000,500000,1,0.00000001,500000,0.00500000
648,324000001,324500000,500000,1,0.00000001,500000,0.00500000
649,324500001,325000000,500000,1,0.00000001,500000,0.00500000
650,325000001,325500000,500000,1,0.00000001,500000,0.00500000
651,325500001,326000000,500000,1,0.00000001,500000,0.00500000
652,326000001,326500000,500000,1,0.00000001,500000,0.00500000
653,326500001,327000000,500000,1,0.00000001,500000,0.00500000
654,327000001,327500000,500000,1,0.00000001,500000,0.00500000
655,327500001,328000000,500000,1,0.00000001,500000,0.00500000
656,328000001,328500000,500000,1,0.00000001,500000,0.00500000
657,328500001,329000000,500000,1,0.00000001,500000,0.00500000
658,329000001,329500000,500000,1,0.00000001,500000,0.00500000
659,329500001,330000000,500000,1,0.00000001,500000,0.00500000
660,330000001,330500000,500000,1,0.00000001,500000,0.00500000
661,330500001,331000000,500000,1,0.00000001,500000,0.00500000
662,331000001,331500000,500000,1,0.00000001,500000,0.00500000
663,331500001,332000000,500000,1,0.00000001,500000,0.00500000
664,332000001,332500000,500000,1,0.00000001,500000,0.00500000
665,332500001,333000000,500000,1,0.00000001,500000,0.00500000
666,333000001,333500000,500000,1,0.00000001,500000,0.00500000
667,333500001,334000000,500000,1,0.00000001,500000,0.00500000
668,334000001,334500000,500000,1,0.00000001,500000,0.00500000
669,334500001,335000000,500000,1,0.00000001,500000,0.00500000
670,335000001,335500000,500000,1,0.00000001,500000,0.00500000
671,335500001,336000000,500000,1,0.00000001,500000,0.00500000
672,336000001,336500000,500000,1,0.00000001,500000,0.00500000
673,336500001,337000000,500000,1,0.00000001,500000,0.00500000
674,337000001,337500000,500000,1,0.00000001,500000,0.00500000
675,337500001,338000000,500000,1,0.00000001,500000,0.00500000
676,338000001,338500000,500000,1,0.00000001,500000,0.00500000
677,338500001,339000000,500000,1,0.00000001,500000,0.00500000
678,339000001,339500000,500000,1,0.00000001,500000,0.00500000
679,339500001,340000000,500000,1,0.00000001,500000,0.00500000
680,340000001,340500000,500000,1,0.00000001,500000,0.00500000
681,340500001,341000000,500000,1,0.00000001,500000,0.00500000
682,341000001,341500000,500000,1,0.00000001,500000,0.00500000
683,341500001,342000000,500000,1,0.00000001,500000,0.00500000
684,342000001,342500000,500000,1,0.00000001,500000,0.00500000
685,342500001,343000000,500000,1,0.00000001,500000,0.00500000
686,343000001,343500000,500000,1,0.00000001,500000,0.00500000
687,343500001,344000000,500000,1,0.00000001,500000,0.00500000
688,344000001,344500000,500000,1,0.00000001,500000,0.00500000
689,344500001,345000000,500000,1,0.00000001,500000,0.00500000
690,345000001,345500000,500000,1,0.00000001,500000,0.00500000
691,345500001,346000000,500000,1,0.00000001,500000,0.00500000
692,346000001,346500000,500000,1,0.00000001,500000,0.00500000
693,346500001,347000000,500000,1,0.00000001,500000,0.00500000
694,347000001,347500000,500000,1,0.00000001,500000,0.00500000
695,347500001,348000000,500000,1,0.00000001,500000,0.00500000
696,348000001,348500000,500000,1,0.00000001,500000,0.00500000
697,348500001,349000000,500000,1,0.00000001,500000,0.00500000
698,349000001,349500000,500000,1,0.00000001,500000,0.00500000
699,349500001,350000000,500000,1,0.00000001,500000,0.00500000
700,350000001,350500000,500000,1,0.00000001,500000,0.00500000
701,350500001,351000000,500000,1,0.00000001,500000,0.00500000
702,351000001,351500000,500000,1,0.00000001,500000,0.00500000
703,351500001,352000000,500000,1,0.00000001,500000,0.00500000
